moviename,emotion,identity,label,isTarget,response_cross,RT_cross,cross_on,cross_off,cross_dur,response_video,RT_video,video_on,video_off,video_dur
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_050/id1s1.mov,s,1,sadness,0,,,4.82671308517456,9.19356298446655,4.36684989929199,,,3.18993711471558,4.79670715332031,1.60677003860474
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_050/id2d1.mov,d,2,disgust,0,,,11.2263152599335,16.8479280471802,5.6216127872467,,,9.26932001113892,11.1950509548187,1.92573094367981
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_050/id6n1.mov,n,6,neutral,1,,,18.8758428096771,23.2958409786224,4.41999816894531,,,16.9251379966736,18.8626220226288,1.9374840259552
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_050/id4f1.mov,f,4,fear,0,,,25.3587777614594,29.8085341453552,4.44975638389587,,,23.3979330062866,25.3280370235443,1.93010401725769
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_050/id6s1.mov,s,6,sadness,0,,,31.8250443935394,38.9636650085449,7.13862061500549,,,29.8793129920959,31.810791015625,1.93147802352905
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_050/id7d1.mov,d,7,disgust,0,,,40.9744639396667,46.1410291194916,5.16656517982483,,,39.0305099487305,40.9598791599274,1.9293692111969
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_050/id5f1.mov,f,5,fear,0,,,48.1406989097595,54.5552830696106,6.41458415985107,,,46.2032949924469,48.1268110275269,1.92351603507996
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_050/id5h1.mov,h,5,happiness,0,,,56.5735123157501,64.4316251277924,7.85811281204224,,,54.6218359470367,56.5587470531464,1.93691110610962
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_050/id7s1.mov,s,7,sadness,0,,,66.4395582675934,72.1698930263519,5.73033475875854,,,64.5015370845795,66.4248380661011,1.92330098152161
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_050/id3h1.mov,h,3,happiness,0,,,74.1890950202942,80.9688420295715,6.77974700927734,,,72.2385621070862,74.1747469902039,1.93618488311768
