moviename,emotion,identity,label,isTarget,response_cross,RT_cross,cross_on,cross_off,cross_dur,response_video,RT_video,video_on,video_off,video_dur
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_250/id6n1.mov,n,6,neutral,1,",1!",0.466834783554077,5.01753616333008,11.2673511505127,6.24981498718262,,,3.07461094856262,5.00279998779297,1.92818903923035
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_250/id4s1.mov,s,4,sadness,0,,,13.2836802005768,18.3605511188507,5.07687091827393,,,11.3353869915009,13.2699389457703,1.93455195426941
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_250/id6s1.mov,s,6,sadness,0,,,20.3665904998779,27.3632090091705,6.9966185092926,,,18.4186489582062,20.3519949913025,1.93334603309631
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_250/id7s1.mov,s,7,sadness,0,,,29.3660311698914,35.3821129798889,6.01608180999756,,,27.4210669994354,29.3514430522919,1.93037605285645
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_250/id2h1.mov,h,2,happiness,0,,,37.4155163764954,44.0031321048737,6.5876157283783,,,35.438807964325,37.4016959667206,1.96288800239563
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_250/id2s1.mov,s,2,sadness,0,,,46.0149908065796,51.2463221549988,5.23133134841919,,,44.0633449554443,46.0012400150299,1.93789505958557
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_250/id5f1.mov,f,5,fear,0,,,53.2478795051575,57.8032140731812,4.55533456802368,,,51.3004920482635,53.2342081069946,1.93371605873108
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_250/id7h1.mov,h,7,happiness,0,,,59.7974681854248,65.7002789974213,5.90281081199646,,,57.8537759780884,59.782753944397,1.92897796630859
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_250/id1h1.mov,h,1,happiness,0,,,67.7469782829285,73.1971940994263,5.4502158164978,,,65.7595829963684,67.7335050106049,1.97392201423645
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_250/id2d1.mov,d,2,disgust,0,,,75.1965177059174,82.3493580818176,7.15284037590027,,,73.2552890777588,75.1821129322052,1.92682385444641
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_250/id1d1.mov,d,1,disgust,0,,,84.3459661006927,91.4676139354706,7.12164783477783,,,82.4004650115967,84.3311109542847,1.93064594268799
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_250/id4f1.mov,f,4,fear,0,,,93.4787390232086,100.153105974197,6.67436695098877,,,91.5275940895081,93.4658560752869,1.93826198577881
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_250/id6d1.mov,d,6,disgust,0,,,102.161535739899,106.695951938629,4.53441619873047,,,100.217689990997,102.146775007248,1.92908501625061
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_250/id3f1.mov,f,3,fear,0,,,108.694449186325,112.780995130539,4.08654594421387,,,106.757491111755,108.679861068726,1.92236995697021
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_250/id7n1.mov,n,7,neutral,1,",1!",0.451908826828003,114.777421236038,121.027400016785,6.24997878074646,,,112.832477092743,114.762396097183,1.92991900444031
/home/sccnlab/Desktop/fmri_4.30/BC-FacExpr-1.2-fMRI-mainExp-main/stimuli/stimuli_experiment/stimuli_cropped_normed_crop_250/id4h1.mov,h,4,happiness,0,,,123.010248661041,128.213824987411,5.20357632637024,,,121.10933804512,122.995646953583,1.88630890846252
